Id,UPC/SKU,Name,Description,Type,Price,Cost,MSRP,OnHand,Location,MinQty,Taxable1,Taxable2,GroupAtSale,Active,Categories,Favorites,Notes,NotesType
"590","","Royal market refuse sacks 20's 18x29""x34"" x30","","S",25,22,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"591","","Royal market refuse sacks 10's 180 gauge 18x29""x39 x30","","S",25,22,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"592","","Royal market garden sacks 10's x30","","S",25,22,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"593","","Royal market rubble sacks 5's x30","","S",25,22,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"594","","Essential hd refuse sacks 20's (29x33) x30","","S",22,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"595","","Essential hd garden sacks 10's (28x38.25) x30","","S",22,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"596","","Flap jacks mix x20","","S",8,5.4,0,0,"",0,N,N,N,Y,"Cake",,"",S
"597","","Flap jacks chocolate x20","","S",8,5.6,0,0,"",0,N,N,N,Y,"Cake",,"",S
"598","","Flap jacks white chocolate x20","","S",8,5.6,0,0,"",0,N,N,N,Y,"Cake",,"",S
"599","","Flap jacks dark & white mix x20","","S",8,5.6,0,0,"",0,N,N,N,Y,"Cake",,"",S
"600","","Apple rounds","","S",1,0.95,0,0,"",0,N,N,N,Y,"Cake",,"",S
"601",""," Fanta lemon (green) 12x500ml","","S",9.5,7.25,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"602","","Quickbury lemon cake","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"603","","Quickbury chocolate cake","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"604","","marble cake x6","","S",8,6,0,0,"",0,N,N,N,Y,"Cake",,"",S
"605","","Lemon cake 1.29pm","","S",0.9,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"606","","Chocolate cake 1.29pm","","S",0.9,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"607","","Alovera natural 500ml x20","","S",13,8.5,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"608","","Alovera strawberry 500ml x20","","S",13,8.5,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"609","","Alovera pineapple 500ml x20","","S",13,8.5,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"610","","Alovera mango 500ml x20","","S",13,8.5,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"611","","Alovera lychee 500ml x20","","S",13,8.5,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"612","","Nestle rolo 36x52g","","S",16,14,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"613","","Nestle drifter x48","","S",20,18,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"614","","Chocolate pastry x15","","S",20,17.5,1.39,0,"",0,N,N,N,Y,"Cake",,"",S
"615","","Honey pastry","","S",1,0,1.39,0,"",0,N,N,N,Y,"Cake",,"",S
"616","","Chewits blackurrant x40","","S",10,7.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"618","","Galaxy cookie crumble £1pm x24","","S",19,16.7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"617","","Galaxy smooth milk £1pm x24","","S",19,16.7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"619","","Crunchie x48","","S",18,15.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"620","","Reese's nut bar","","S",9,7.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"621","","Boost x48","","S",21,19.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"622","","Chewits orange x40","","S",10,7.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"623","","Maltesers 121gx20","","S",25,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"624","","Galaxy Minstrels 1pm 20x105g","","S",15,13.45,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"625","","Soothers cheers","","S",10,8.25,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"626","","Soothers strawberry","","S",10,8.25,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"627","","Soothers preach","","S",10,8.25,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"628","","Soothers blackurrant","","S",10,8.25,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"629","","Galaxy honey £1pm x24","","S",19,16.7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"630","","Galaxy caramel £1pm x24","","S",19,16.7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"631","","Galaxy nut £1pm x24","","S",19,16.7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"633","","Tago hazelnut","","S",0.9,0.64,1.29,0,"",0,N,N,N,Y,"Cake",,"",S
"634","","Tago cacao","","S",0.9,0.64,1.29,0,"",0,N,N,N,Y,"Cake",,"",S
"632","","Tasty banana","","S",1.1,0,1.49,0,"",0,N,N,N,Y,"Cake",,"",S
"635","","Jacobs cheddars £1.39pm x12","","S",10,8,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"636","","Cadbury Dairy milk oreo 36x","","S",16,13.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"637","","7 days max with cocoa 20x80g","","S",8,5.8,0,0,"",0,N,N,N,Y,"Cake",,"",S
"638","","7days double cocoa vanilla 20x80g","","S",8,5.8,0,0,"",0,N,N,N,Y,"Cake",,"",S
"639","","7 days max peanut cocoa 20x80g","","S",8,5.8,0,0,"",0,N,N,N,Y,"Cake",,"",S
"640","","7 days strawberry vanilla 20x80g","","S",8,5.8,0,0,"",0,N,N,N,Y,"Cake",,"",S
"641","","7days mini cocoa croissant 8x185g","","S",7,4.96,0,0,"",0,N,N,N,Y,"Cake",,"",S
"642","","7days mini. Cocoa & vanilla Croissants 8x185g","","S",7,4.96,0,0,"",0,N,N,N,Y,"Cake",,"",S
"643","","Kerem chickpeas 16x250g","","S",22,18,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"644","","Tadim extra salted sunflower 12x200g","","S",16,12.1,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"645","","Tadim normal sunflower 12x400g","","S",29,23.5,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"646","","Nestle aero chocolate 36x36g","","S",16,13,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"647","","Maltesers teasers 24x35g","","S",11.5,9.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"648","","Kitkat mocha 24x45g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"649","","Cadbury starbar 32x49","","S",15,12.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"650","","Quickbury sunflower seed bread x12","","S",14,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"651","","Quickbury mixed cereal bread x12","","S",14,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"652","","Rowntree's fruit pastilles x32","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"653","","Galaxy Duet Caramel £1pm 24x95g","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"654","","Galaxy bubbles 24x31g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"655","","Fry's chocolate cream  54x49g","","S",24,16,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"656","","Reese's peanut butter cups 40x51g","","S",20,17.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"657","","Cadbury wispa 48x39g","","S",20,18,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"658","","Milky Way crispy rolls 65x25g","","S",15,12,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"659","","Chewits strawberry x40","","S",10,7.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"660","","Bounty dark 24x57g","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"661","","M&M crispy x16 £1pm","","S",13,11.15,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"662","","M&M peanut 12x121g","","S",16.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"663","","Steroplaster fabric 16's x24","","S",12,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"664","","Steroplaster waterproof 16's","","S",10,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"665","","Essential candles white x25","","S",7.5,5.25,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"666","","Essential candles red x25","","S",7.5,5.25,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"667","","Yellow dusters 10x10's","","S",10.5,8.5,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"668","","Kinder joy egg 72x20g","","S",44,38,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"669","","Cadbury dairy milk fruit&nut 48x49g","","S",22,19.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"670","","Galaxy cookie crumble 24x31g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"671","","Milky bar buttons x48","","S",18,15,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"672","","Maryland big&chunky white 8x180g","","S",8,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"673","","Pro plus tablet","","S",0,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"674","","Teasers £1pm 23x100g","","S",18.5,16.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"675","","Tadim roasted pumkin seeds 12x180g","","S",25,20.06,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"676","","Tadim extra salted sunflower 12x400g","","S",29,23.5,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"677","","Tadim normal sunflower 12x200g","","S",16,12.1,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"678","","Clipper platin x50","","S",13,10.2,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"679","","Extra  peppermint gum","","S",8.5,7.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"680","","Vega pas mantecadas 10 units","","S",1.1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"681","","Vega pas madeira cakes 9 units","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"682","","Raw cone 32x3's","","S",17.5,16.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"683","","Fanta shokata (blue) 12x500ml","","S",9.5,7.25,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"684","","Maryland soft baked 8x200g","","S",8,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"685","","Mr.tom 36x40g","","S",8,6,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"686","","Grinder x12","","S",7,4,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"687","","Milky bar 12x100g £1pm","","S",9.5,7.8,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"688","","Nestle Aero mint bar 36x36g","","S",16,13,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"689","","Tic tac 20x18g","","S",7,5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"690","","Cadbury d.m marvellous 24x47g","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"691","","Royal market refuse sacks 30x10's","","S",25,22,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"692","","Royal market refuse sacks 30x20's","","S",25,22,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"693","","Kitkat 4 finger x24","","S",9,7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"694","","Strepsils honey & lemon 16's","","S",10,8.4,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"695","","Milka happy cows 21x100g","","S",13.5,10.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"696","","Tadim roasted hazelnut 12x200g","","S",44,35.78,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"697","","Blunt Apple martini x25pcs","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"698","","Blunt chocolate x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"699","","Blunt blueberry x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"700","","Blunt bubble gum x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"701","","Blunt watermelon x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"702","","Blunt grape a licious x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"703","","Eazy popcorn sweet 16x100g","","S",7.5,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"704","","Eazy popcorn salted 16x100g","","S",7.5,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"705","","Galaxy ripple 36x32g","","S",15,9,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"706","","Jelly tots 36x42g","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"707","","Meray ceviz ici extra 12x150g","","S",18,14.4,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"708","","Meray antep fistik kavrulmus&tuzlu 12x150g","","S",24,20,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"709","","Meray fındık ici kavrulmus 12x150g","","S",28,25,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"710","","Meray Badem ici kavrulmus&tuzlu 12x150g","","S",24,20,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"711","","Meray kaju kavrulmus&tuzlu 12x150g","","S",19,15.48,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"712","","Meray kaju cig 12x150g","","S",18,14.04,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"713","","Meray Badem cig 12x150g","","S",27,21,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"714","","Meray black raisins 12x150g","","S",10,6.72,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"715","","Meray cranberries 12x150g","","S",14,10.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"716","","Meray golden sultana 12x150g","","S",11,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"717","","Meray peanut raw with skin 12x150g","","S",9,5.64,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"718","","Meray sesame peanut kernel 12x150g","","S",13,9,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"719","","Meray maize corn salted 12x180g","","S",10,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"720","","Meray corn bbq 12x200g","","S",10,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"721","","Meray corn chilli 12x200g","","S",10,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"722","","Meray trakya pumpkin seeds salted & roasted 12x200g","","S",16,12,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"723","","Meray nevsehir pumpkin seeds salted & roasted 12x200g","","S",18,13,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"724","","Meray ay cekirdegi tuzlu 12x150g","","S",13,9.6,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"725","","Meray ay cekirdegi tuzzuz 12x150g £1.29pm","","S",11.5,9.6,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"726","","Meray ay cekirdegi tuzlu 14x300g £1.99pm","","S",24,20,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"727","","Meray ay cekirdegi tuzzus 14x300g £1.99pm","","S",18,14.04,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"728","","Meray ay cekirdegi kavrulmus & Bol tuzlu 14x300g","","S",20,14.42,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"729","","Kerem sunflower seeds roasted & salted 24x250g","","S",18,13.2,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"730","","Kerem sunflower seeds roasted & salted 16x110g","","S",8,4.26,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"731","","Kerem sunflower seeds ala 24x170g","","S",22,16.4,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"732","","Kerem sunflower seeds ala unsalted  16x170g","","S",13,8.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"733","","Extra gum peppermint £1pm x15","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"734","","Lattice tarts strawberry ","","S",1,0.8,0,0,"",0,N,N,N,Y,"Cake",,"",S
"735","","Sam tatlisi","","S",1.25,1,0,0,"",0,N,N,N,Y,"Cake",,"",S
"736","","Sekerpare","","S",1.25,1,0,0,"",0,N,N,N,Y,"Cake",,"",S
"737","","Tulumba","","S",1.25,1,0,0,"",0,N,N,N,Y,"Cake",,"",S
"738","","Sudafed congestion & headache 6x16's","","S",12,6,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"739","","Extra gum spearmint  £1pm x15","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"740","","Kadayif","","S",1.25,1,0,0,"",0,N,N,N,Y,"Cake",,"",S
"741","","Blunt wrap purple x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"742","","Galaxy caramel 24x48g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"743","","Meray mix nut with raisin 12x170g","","S",21,16.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"744","","Meray mix nut salted £4.99pm 12x340g","","S",42,34,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"745","","Meray cashew  r&s  12x170g","","S",21,17.88,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"746","","Meray peanut skinless r&s 12x170g","","S",12,6.6,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"747","","Kerem kabak nevsehir tuzlu 200g","","S",20,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"748","","Mikado","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"749","","Yumy yum","","S",4,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"750","","Blunt mello mango x25","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"751","","KP peanuts roasted 24x50g","","S",12,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"752","","KP peanuts original 24x50g","","S",10,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"753","","Cadbury snack 36x43g","","S",15,12,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"754","","Terry's orange 48x35g","","S",20,14.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"755","","Yorkie raisin& biscuit x36","","S",16,13,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"756","","Trebor softmints peppermint (blue)x40","","S",14,12,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"757","","Trebor spearmint (green)x40","","S",14,12,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"758","","Trebor softfruits x40","","S",14,12,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"759","","Skittles darkside 36x56.7g","","S",12.5,10.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"760","","Galaxy duet cookies £1pm 24x95g","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"761","","Trebor extra strong spearmint (blue) x40","","S",14,12,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"762","","Ronson flints 24x9's","","S",8,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"763","","Yorkie original 36x46g","","S",17,15.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"764","","Filter tubes 100's x5","","S",4,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"765","","Chewits cola x40","","S",10,7.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"766","","Kinder chocolate with cereal 40x25p","","S",7.5,4.8,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"767","","Kinder chocolate medium bar 36x25p","","S",7,4.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"768","","Spiral pop 48x17g","","S",10,8,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"769","","Frozen plc eggs 18x5.5g","","S",10,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"770","","Frozen egg 24x25g","","S",10,5.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"771","","Cars plc eggs 18x5.5g","","S",10,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"772","","Minions eggs 24x5.5g","","S",12,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"773","","Werther","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"774","","Raw classic 1/4 connoisseur x24","","S",14,11.7,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"775","","Kitchen scourer x8","","S",2,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"776","","electronic lighter x45","","S",8,5.7,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"777","","Spiral pops 48x17g","","S",9.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"778","","Galaxy minstrels 36x42g","","S",16,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"779","","Cadbury dairy milk 48x45g","","S",22,19.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"780","","Dairy milk caramel 48x45g","","S",22,19.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"781","","Dairy milk wholenut 48x45g","","S",22,18.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"782","","Munchies x36","","S",20,15,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"783","","Rowntrees fruit gums x36","","S",14,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"784","","Colgate total care 12x75ml","","S",12,10.8,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"785","","Butterkist cinema x12","","S",7,4.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"786","","Butterkist sweet&salt x12","","S",7,4.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
